ISBN,Book_Title,Book_Author,Year_Of_Publication,Publisher
0449214176,Bluebeard's Egg and Other Stories,Margaret Atwood,1987,Fawcett Books
0061031070,Moving Target,Elizabeth Lowell,2002,Avon Books
0425180638,The Last Precinct,Patricia Cornwell,2001,Berkley Publishing Group
1853260045,Great Expectations (Wordsworth Classics),Charles Dickens,1997,Wordsworth Editions Ltd
0441009239,Living Dead in Dallas (Southern Vampire Mysteries),Charlaine Harris,2002,Ace Books
0441008534,Dead Until Dark (Southern Vampire Mysteries),Charlaine Harris,2001,Ace Books
0312924801,September,Rosamunde Pilcher,1991,St. Martin's Press
0590477420,"The Scarecrow Walks at Midnight (Goosebumps, No 20)",R. L. Stine,1995,Scholastic
0590477447,"Ghost Beach (Goosebumps, No 22)",R. L. Stine,1995,Scholastic
0451454537,Grunts!: A Fantasy With Attitude,Mary Gentle,1997,Roc
0061013722,The Clairvoyant,Marian Thurm,1999,HarperTorch
0451163540,Triple,Ken Follett,1991,Signet Book
0679882812,Dr. Seuss's ABC: An Amazing Alphabet Book! (Bright and Early Board Book),DR SEUSS,1996,Random House Books for Young Readers
067144901X,Moo Baa La La La,Sandra Boynton,1982,Little Simon
0394800206,"Go, Dog, Go (I Can Read It All by Myself Beginner Books)",Philip D. Eastman,1961,Random House Children's Books
0671787551,Reunion (Star Trek: The Next Generation),Michael Jan Friedman,1992,Star Trek
0812516001,The Inheritor,Marion Zimmer Bradley,1984,Tor Books
0393318451,The Universal Donor (Norton Paperback Fiction),Craig Nova,1998,W. W. Norton &amp; Company
3442432073,VerrÃ?Â¼ckt in Alabama.,Mark Childress,1996,Goldmann
0688149626,High Crimes,Joseph Finder,1998,William Morrow &amp; Company
0399145923,Carolina Moon,Nora Roberts,2000,Putnam Pub Group
0316693251,Roses Are Red,James Patterson,2000,Little Brown and Company
0804107432,Dying Young,Marti Leimbach,1991,Ivy Books
2070373622,La Vie devant soi,Romain Gary,1982,Gallimard
0375503994,Shrub: The Short but Happy Political Life of George W. Bush,Molly Ivins,2000,Random House Trade
068416325X,The GREAT GATSBY (Scribner Classic),F. Scott Fitzgerald,1979,Scribner Paper Fiction
0843105550,Gnome from Nome (Serendipity),Stephen Cosgrove,1978,Price Stern Sloan
3442722497,"Schnee, der auf Zedern fÃ?Â¤llt.",David Guterson,1998,Btb Bei Goldmann
3442545544,Mein deutsches Dschungelbuch.,Wladimir Kaminer,2003,Goldmann
0312423187,Dancer : A Novel,Colum McCann,2004,Picador
3746614007,Die PÃ?Â¤pstin.,Donna Woolfolk Cross,1998,Aufbau Tb
0679735909,Possession : A Romance,A.S. BYATT,1991,Vintage
0380716542,Birds of Prey: A Novel of Suspense,J.A. Jance,2002,Avon
0380792486,Outlaw Mountain: A Joanna Brady Mystery,J.A. Jance,2004,Avon
0670881767,Twas the Night Before: A Love Story,Jerry B. Jenkins,1998,Viking Books
0451523377,Dracula (Signet Classics (Paperback)),Bram Stoker,1997,Signet Classics
0452281423,The Claiming of Sleeping Beauty (Sleeping Beauty),A.N. Roquelaure,1999,Plume Books
0553581651,Die upon a Kiss,Barbara Hambly,2002,Bantam Books
0380709139,Ellen Tebbits (Cleary Reissue),Beverly Cleary,1999,HarperTrophy
0679775439,The Wind-Up Bird Chronicle,Haruki Murakami,1998,Vintage Books USA
0345272609,The Return of the King,J. R. R. Tolkien,1977,Not Avail
0345272595,The Two Towers,J. R. R. Tolkien,1977,Not Avail
0345272587,The Fellowship of the Ring,J. R. R. Tolkien,1977,Not Avail
3596215226,Schachnovelle,Stefan Zweig,0,Fischer Taschenbuch Verlag
0786817089,"The Arctic Incident (Artemis Fowl, Book 2)",Eoin Colfer,2003,Miramax Kids
0385334923,Tulip Fever,DEBORAH MOGGACH,2001,Delta
0345445856,Milk Glass Moon (Ballantine Reader's Circle),ADRIANA TRIGIANI,2003,Ballantine Books
0743437136,Wild Orchids : A Novel,Jude Deveraux,2004,Pocket Books
0684841215,SOMETHING HAPPENED,Joseph Heller,1997,Simon &amp; Schuster
3746616360,Das Puppenkind.,Eva Maaser,2000,Aufbau Tb
0449221490,L Is for Lawless,Sue Grafton,1996,Fawcett Books
0670033332,"Olivia Joules and the Overactive Imagination (Fielding, Helen)",Helen Fielding,2004,Viking Books
0060520515,"The Other Side of the Story : A Novel (Keyes, Marian)",Marian Keyes,2004,William Morrow
042513699X,Turtle Moon,Alice Hoffman,1993,Berkley Publishing Group
015602943X,The Time Traveler's Wife (Harvest Book),Audrey Niffenegger,2004,Harvest Books
037570485X,The Inn at Lake Devine,Elinor Lipman,1999,Random House
0671686151,Then She Found Me,Elinor Lipman,1991,Washington Square Press
0345455916,The Probable Future (Ballantine Reader's Circle),ALICE HOFFMAN,2004,Ballantine Books
0156028352,The Color Purple,Alice Walker,2003,Harvest Books
0679733485,The Marriage of Cadmus and Harmony,Roberto Calasso,1994,Vintage Books USA
0671877046,Glory Road,Robert A. Heinlein,1996,Baen
0553281437,"Rose of the Prophet, Volume III: The Prophet of Akhran",Margaret Weis,1991,Bantam
0886773741,Tailchaser's Song,Tad Williams,1994,Daw Books
0609608924,To Be Someone,Louise Voss,2001,Crown Publishers
0812549007,Darkangel,Meredith Ann Pierce,1984,St Martins Press
0553276387,Will of the Wanderer (Will of the Wanderer),Margaret Weis,1989,Bantam
0886771625,Tailchaser's Song,Tad Williams,1986,New Amer Library
0440223547,"To Dream in the City of Sorrows (Babylon 5, Book 9)",Kathryn M. Drennan,1997,Dell
0140186484,Twenty Love Poems: And a Song of Despair (Twentieth Century Classics),Pablo Neruda,1993,Penguin Books
059041691X,101 Dinosaur Jokes,Phil Hirsch,1988,Scholastic
0590457403,Emergency Room (Point),Caroline B. Cooney,1994,Scholastic
0448095041,"The Mystery at Lilac Inn (Nancy Drew Mystery Stories, No 4)",Carolyn Keene,1982,Grosset &amp; Dunlap
044809505X,"The Secret of Shadow Ranch (Nancy Drew Mystery Stories, No 5)",Carolyn Keene,1965,Grosset &amp; Dunlap
0061032042,Rebecca's Tale,Sally Beauman,2002,HarperTorch
0515126098,Field of Thirteen,Dick Francis,1999,Jove Books
0345387651,The Cider House Rules,John Irving,1994,Ballantine Books
0345384563,"A History of God: The 4,000-Year Quest of Judaism, Christianity and Islam",Karen Armstrong,1994,Ballantine Books
0553287893,Rendezvous with Rama,Arthur C. Clarke,1990,Bantam
0883964201,42 Gifts I'd Like to Give to You: A Guidebook of Wonderful Thoughts to Carry Along on Your Journey Through Life (Self-Help),Douglas Pagels,1995,Blue Mountain Arts
1881273628,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,Gary D. Chapman,1996,Northfield Press
0425067866,The Man in the Brown Suit (Agatha Christie Mysteries Collection (Paperback)),Agatha Christie,1994,Berkley Publishing Group
0736905324,The Power of a Praying Husband,Stormie Omartian,2001,Harvest House Publishers
0061073628,A Night Without Armor : Poems,Jewel,1999,Perennial Currents
0553580531,Gates of Fire: An Epic Novel of the Battle of Thermopylae,Steven Pressfield,1999,Bantam Books
0451160193,Fools Die,Mario Puzo,1994,Signet Book
0679402292,Hotel Pastis: A Novel of Provence,Peter Mayle,1993,Alfred A. Knopf
0679433023,Violin,Anne Rice,1997,Alfred A. Knopf
0679463321,Killing Time: A Novel of the Future,Caleb Carr,2000,Random House Trade
0679444815,Timeline,Michael Crichton,1999,Alfred A. Knopf
0394589424,Rising Sun,Michael Crichton,1992,Alfred A. Knopf
0486268705,Dubliners (Dover Thrift Editions),James Joyce,1991,Dover Publications
0399145796,All Tomorrow's Parties,William Gibson,1999,Putnam Pub Group
0060921145,Animal Dreams,Barbara Kingsolver,1991,Perennial
0553241729,Nathaniel,John Saul,1984,Bantam Books
0812507428,"People of the Earth (The First North Americans series, Book 3)",W. Michael Gear,1992,Tor Books
0425121259,The Servants of Twilight,Dean R. Koontz,1996,Berkley Publishing Group
0061030430,Long Time No See,Susan Isaacs,2002,HarperTorch
0553572210,Silent Treatment,Michael Palmer,1996,Bantam Books
0553288342,Sleepwalk,John Saul,1997,Bantam Books
0743467523,Dreamcatcher,Stephen King,2003,Pocket
0312950489,The Black Echo (Detective Harry Bosch Mysteries),Michael Connelly,1993,St. Martin's Press
014012389X,Love in the Time of Cholera,Gabriel Garcia Marquez,1998,Penguin Books Ltd
0446353205,The Charm School,Nelson DeMille,1989,Warner Books
0553208225,The Glitter Dome,Joseph Wambaugh,1982,Bantam Doubleday Dell
042516019X,Masquerade,Gayle Lynds,1997,Berkley Publishing Group
0446357405,The Other Side of Midnight,Sidney Sheldon,1988,Warner Books
0722150954,Unsuitable Job for a Woman,P D James,0,Sphere Books Limited
1552780724,Just A Minute More - Glimpses of our Great Canadian Heritage,Marsha Boulton,1999,McArthur &amp; Company
0441090729,Callahan's Lady,Spider Robinson,1990,Ace Books
0345300807,"Castle of Wizardry (The Belgariad, Book 4)",David Eddings,1984,Ballantine Books
0446517984,Old Songs in a New Cafe : Selected Essays,Robert James Waller,1994,Warner Books
0373834284,Rebellion,Nora Roberts,1999,Harlequin
0440224853,The Ghost,Danielle Steel,1998,Dell Publishing Company
0345404114,Sleepers,Lorenzo Carcaterra,1996,Ballantine Books
0451211014,The Last Promise,Richard Paul Evans,2003,Signet Book
0440219817,Driver's Ed,CAROLINE B. COONEY,1996,Laurel Leaf
0553570870,Telling Christina Goodbye,Lurlene McDaniel,2002,Starfire
0446361739,Slow Heat in Heaven,Sandra Brown,1991,Warner Books
0141007338,About a Boy,Nick Hornby,2002,Penguin Books Ltd
0007110928,Billy,Pamela Stephenson,2002,HarperCollins Entertainment
0375760393,The Botany of Desire: A Plant's-Eye View of the World,Michael Pollan,2002,Random House Trade
0440467012,Otherwise Known As Sheila the Great,Judy Blume,1976,Yearling
0425129586,And Then There Were None,Agatha Christie,1995,Berkley Publishing Group
0679745130,The Vintage Book of Contemporary American Short Stories,TOBIAS WOLFF,1994,Vintage
0671027662,Coast Road: A Novel,Barbara Delinsky,1999,Pocket Books
0452279089,The Womanly Art of Breastfeeding,Gwen Gotsch,1997,Plume Books
0399523308,The Girlfriends' Guide to Surviving the First Year of Motherhood: Wise and Witty Advice on Everything from Coping With Postpartum Mood Swings to Salva ...  to  Fitting into That Favorite Pair of Jeans,Vicki Iovine,1997,Perigee Books
020162690X,Touchpoints: Your Child's Emotional and Behavioral Development: Birth-3: The Essential Reference for the Early Years,T. Berry Brazelton,1992,HarperCollins Publishers
0915473569,"Planning Your Pregnancy and Birth, Third Edition",The American College of Obstetricians an,2000,American College of Obstetricians &amp; Gynecolog
042513024X,The A.B.C. Murders,Agatha Christie,1993,Berkley Publishing Group
0446530239,If Looks Could Kill,Kate White,2002,Warner Books
0805067140,I Thought My Father Was God: And Other True Tales from NPR's National Story Project,Paul Auster,2001,Henry Holt and Co.
3518383973,Eva Luna.,Isabel Allende,2003,Suhrkamp
0552133256,Strata,Terry Pratchett,1988,Corgi Adult
0156011603,Under the Skin: A Novel,Michel Faber,2001,Harvest Books
0345335058,Ordinary People,Judith Guest,1989,Ballantine Books
0671742515,Long Dark Tea Time of the Soul,Douglas Adams,1991,Pocket
0446357200,Name of the Rose,Umberto Eco,1994,Warner Books (Mm)
0316198951,Jim the Boy : A Novel,Tony Earley,2001,Back Bay Books
0375706143,A Rich Full Death (Vintage Crime/Black Lizard),Michael Dibdin,1999,Vintage Books USA
0140065504,Water Music (The Penguin Contemporary American Fiction Series),T. Coraghessan Boyle,1983,Penguin Books
0679759328,Hotel Du Lac (Vintage Contemporaries),Anita Brookner,1995,Vintage Books USA
0440447674,Little Princess,Francis Hodgson Burnett,1984,Bantam Doubleday Dell
0345427637,The Angel of Darkness,Caleb Carr,1998,Ballantine Books
055321263X,The Woman in White (Classics),Wilkie Collins,1985,Bantam
0449213765,Lady Oracle,Margaret Atwood,1990,Fawcett Books
0446314986,The Edible Woman,Margaret Atwood,1980,Warner Books (Mm)
0553213105,Pride and Prejudice,Jane Austen,1981,Bantam
0446674168,Lives of the Monster Dogs,Kirsten Bakis,1998,Warner Books
0440416027,Skellig,David Almond,2000,Yearling Books
0380012057,"Gabriela, Clove and Cinnamon",Jorge Amado,1982,Avon
0385474547,Things Fall Apart : A Novel,CHINUA ACHEBE,1994,Anchor
1573220531,There Are No Accidents: Synchronicity and the Stories of Our Lives,Robert H. Hopcke,1997,Putnam Pub Group
0671020293,Butterfly (Orphans),V.C. Andrews,1998,Pocket
0860074382,84 Charing Cross Road,Helene Hanff,0,Warner Books> C/o Little Br
0330267388,"Life,the Universe and Everything",Douglas Adams,0,Pan Books Ltd
0679426140,"Welcome to the World, Baby Girl! : A Novel",FANNIE FLAGG,1998,Random House
0671042572,Jewel (Oprah's Book Club),Bret Lott,1999,Pocket
0385487398,Welcome to My Country: Journeys into the World of a Therapist and Her Patients,Lauren Slater,1997,Anchor
0743420373,The Millionaire Next Door: The Surprising Secrets of America's Wealthy,Thomas J. Stanley,2000,Pocket
3442448794,Traumreisende.,Marlo Morgan,2000,Goldmann
0440219760,The Transall Saga,GARY PAULSEN,1999,Laurel Leaf
0679736662,The Three Stigmata of Palmer Eldritch,PHILIP K. DICK,1991,Vintage
0451209907,Quentins,Maeve Binchy,2003,Signet Book
0312954166,The Indictment,Barry Reed,1995,St. Martin's Paperbacks
0449221512,I Is for Innocent,Sue Grafton,1994,Fawcett Books
0399149783,Monkeewrench,P. J. Tracy,2003,Putnam Publishing Group
0525946284,Jackdaws,Ken Follett,2001,Dutton Books
0385318073,Evening Class,Maeve Binchy,1997,Dell
0061013315,The Eleventh Commandment,Jeffrey Archer,1999,HarperTorch
1400031362,Morality for Beautiful Girls (No.1 Ladies Detective Agency),Alexander McCall Smith,2002,Anchor
0804107386,New Orleans Mourning (Skip Langdon Novels (Paperback)),Julie Smith,1991,Fawcett Books
0449223612,N Is for Noose,Sue Grafton,1999,Fawcett Books
0061031127,The Bronze Horseman,Paullina Simons,2002,HarperTorch
044020352X,Anguished English: An Anthology of Accidental Assaults Upon Our Language,RICHARD LEDERER,1989,Laurel
0156012197,The Little Prince,Antoine de Saint-ExupÃ©ry,2000,Harvest Books
0449221180,Native Tongue,Carl Hiaasen,1992,Fawcett Books
0553107755,Fierce Invalids Home from Hot Climates,TOM ROBBINS,2000,Bantam
1853260150,Picture of Dorian Gray (Wordsworth Classics),Oscar Wilde,1997,NTC/Contemporary Publishing Company
1853262390,Orlando: A Biography,Virginia Woolf,1999,Lb May &amp; Assoc Inc
0140010211,Lord Arthur Savile's Crime and Other Stories (Penguin Modern Classics),Oscar Wilde,1992,Penguin USA
0393314804,Trainspotting,Irvine Welsh,1996,W. W. Norton &amp; Company
0312168748,James Herriot's Animal Stories,James Herriot,1997,St. Martin's Press
038073186X,Shutter Island,Dennis Lehane,2004,HarperTorch
0440195934,Where Are the Children,Mary Higgins Clark,1976,Bantam Doubleday Dell
088038722X,Darkness and Light (Dragonlance: Preludes),Paul B. Thompson,1989,Wizards of the Coast
0140314202,The Summer of the Swans,Betsy Byars,1996,Puffin Books
0440998050,A Wrinkle in Time,Madeleine L'Engle,1976,Laure Leaf
0330352091,Cauldron Uk,Colin Forbes,0,Pan Books Ltd
0140014845,Lady Chatterley's Lover,D.H. Lawrence,1969,Penguin Books Ltd
0553299328,Sixteen and Dying (One Last Wish),Lurlene McDaniel,1992,Bantam
0743464672,Getting Over Jack Wagner,Elise Juska,2003,Downtown Press
155874424X,Chicken Soup for the Soul at Work (Chicken Soup for the Soul Series (Paper)),Jack Canfield,1996,Health Communications
2070414574,L'Amour Dure Trois,Frederick Beigbeder,2002,Distribooks
014032870X,"Charlie and the Great Glass Elevator: The Further Adventures of Charlie Bucket and Willie Wonka, Chocolate-Maker Extraordinary",Roald Dahl,1988,Puffin Books
0345396669,Our Dreaming Mind,Robert L. Van De Castle,1995,Ballantine Books
0385468709,Healing and the Mind,Bill D. Moyers,1993,Doubleday Books
0060165979,Care of the Soul: A Guide for Cultivating Depth and Sacredness in Everyday Life,Thomas Moore,1992,HarperCollins Publishers
1565122968,Gap Creek: A Novel,Robert Morgan,2000,Algonquin Books of Chapel Hill
0804115613,Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,2000,Ballantine Books
0375724958,Stranger in the Forest: On Foot Across Borneo (Vintage Departures),Eric Hansen,2000,Vintage Books USA
067973855X,Motoring With Mohammed: Journeys to Yemen and the Red Sea (Vintage Departures),Eric Hansen,1992,Vintage Books USA
0679771832,"Orchid Fever: A Horticultural Tale of Love, Lust, and Lunacy (Vintage Departures)",Eric Hansen,2001,Vintage Books USA
0345340426,The Hobbit and The Lord of the Rings,J.R.R. TOLKIEN,1986,Del Rey
0679745203,The English Patient,Michael Ondaatje,1996,Vintage Books USA
0345449347,The Fourth Hand,John Irving,2002,Ballantine Books
0151005346,The Nautical Chart,Arturo PÃ©rez-Reverte,2001,Harcourt
0156006391,The Seville Communion,Arturo Perez-Reverte,1999,Harvest Books
067977744X,Queens' Play (Legendary Lymond Chronicles),DOROTHY DUNNETT,1997,Vintage
0156005204,Baltasar and Blimunda,Jose Saramago,1998,Harvest Books
0156006243,The History of the Siege of Lisbon,Jose Saramago,1998,Harvest Books
0156010593,All the Names,Jose Saramago,2001,Harvest Books
0375701907,Straight Man : A Novel (Vintage Contemporaries),RICHARD RUSSO,1998,Vintage
0156004011,The Stone Raft,Jose Saramago,1996,Harvest Books
0679777547,The Club Dumas: A Novel,Arturo Perez-Reverte,1998,Vintage Books USA
034543479X,A Widow for One Year,JOHN IRVING,2001,Fawcett
0345396456,The Good Husband (Ballantine Reader's Circle),Gail Godwin,1995,Ballantine Books
1853262714,Anna Karenina (Wordsworth Classics),Leo Tolstoy,1997,NTC/Contemporary Publishing Company
0375705198,Amy and Isabelle : A novel,ELIZABETH STROUT,2000,Vintage
0385720327,In My Hands: Memories of a Holocaust Rescuer,Irene Gut Opdyke,2001,Anchor Books/Doubleday
0747545634,The Map of Love,Ahdaf Soueif,2000,Trafalgar Square
0374521956,One Day in the Life of Ivan Denisovich,Aleksandr Solzhenitsyn,1992,"Farrar, Straus and Giroux"
0889951926,A Fine Daughter (Fiction),Catherine Simmons Niven,1999,Red Deer Press
0449910830,The All-True Travels and Adventures of Lidie Newton: A Novel (Ballantine Reader's Circle),Jane Smiley,1999,Ballantine Books
0771079567,Cinnamon Gardens,SHYAM SELVADURAI,1999,Emblem Editions
0671439162,WHITE HOTEL,D. M. Thomas,1982,Pocket
0425166090,"Girls R.U.L.E (Girls R.U.L.E, No 1)",Kris Lowe,1998,Berkley Publishing Group
0671041657,Whispers from the Past,Rosalind Noonan,2000,Simon Spotlight Entertainment
0894808249,All I Need to Know I Learned from My Cat,Suzy Becker,1990,Workman Publishing
044021873X,Windy City Blues (V.I. Warshawski Novels (Paperback)),Sara Paretsky,1996,Dell
0449223345,A Pirate Looks at Fifty,Jimmy Buffett,1999,Fawcett Books
0671872648,The LAST VAMPIRE (LAST VAMPIRE 1) : THE LAST VAMPIRE,Christopher Pike,1994,Simon Pulse
0061013579,Cash: The Autobiography,Johnny Cash,1998,HarperSanFrancisco
0449223833,The Deep Blue Good-By,John D. MacDonald,1995,Fawcett Books
0316592382,Fearless Jones,Walter Mosley,2001,"Little, Brown"
